#START7777
#--------------------------------------------------------------------------------------------------
# FLAG의 자리별 Y인 경우 의미 (왼쪽부터)
#   1 : 지상
#   2 : 표준등압면
#   3 : 온도유의고도
#   4 : 바람유의고도
#   5 : 권계면
#   6 : 최대풍
#   7 : 61616
#   8 : 52525
#   9 : TTAA
#  10 : TTBB
#  11 : TTCC
#  12 : TTDD
#--------------------------------------------------------------------------------------------------
# YYMMDDHHMI   STN      PA      GH      TA      TD      WD      WS FLAG
#        UTC    ID     hPa       m       C       C  degree     m/s 123456789012
201806210000 47155   891.0  -999.0  -999.0  -999.0   330.0     7.2 000100000100
201806210000 47155   885.0  -999.0    17.6     5.6  -999.0  -999.0 001000000100
201806210000 47155   857.0  -999.0    15.0     6.0  -999.0  -999.0 001000000100
201806210000 47155   850.0  1455.0    14.4     4.4   330.0     7.2 010000001000
201806210000 47155   809.0  -999.0  -999.0  -999.0   330.0     6.7 000100000100
201806210000 47155   800.0  -999.0  -999.0  -999.0   320.0     7.2 000000100100
201806210000 47155   792.0  -999.0     9.6    -5.4  -999.0  -999.0 001000000100
201806210000 47155   791.0  -999.0  -999.0  -999.0   320.0     7.2 000100000100
201806210000 47155   781.0  -999.0  -999.0  -999.0   300.0     5.1 000100000100
201806210000 47155   771.0  -999.0  -999.0  -999.0   320.0     6.7 000100000100
201806210000 47155   768.0  -999.0    10.8   -17.2  -999.0  -999.0 001000000100
201806210000 47155   737.0  -999.0  -999.0  -999.0   285.0     7.2 000100000100
201806210000 47155   736.0  -999.0     9.0   -27.0  -999.0  -999.0 001000000100
201806210000 47155   725.0  -999.0  -999.0  -999.0   305.0     6.7 000100000100
201806210000 47155   700.0  3067.0     5.6   -24.4   305.0     7.7 010000001000
201806210000 47155   679.0  -999.0     4.0   -28.0  -999.0  -999.0 001000000100
201806210000 47155   676.0  -999.0  -999.0  -999.0   305.0     8.7 000100000100
201806210000 47155   665.0  -999.0     4.2   -37.8  -999.0  -999.0 001000000100
201806210000 47155   643.0  -999.0  -999.0  -999.0   320.0    10.3 000100000100
201806210000 47155   600.0  -999.0  -999.0  -999.0   315.0    12.9 000000100100
201806210000 47155   584.0  -999.0    -0.9   -42.9  -999.0  -999.0 001000000100
201806210000 47155   559.0  -999.0  -999.0  -999.0   315.0    18.0 000100000100
201806210000 47155   536.0  -999.0  -999.0  -999.0   300.0    17.0 000100000100
201806210000 47155   516.0  -999.0    -8.7   -48.7  -999.0  -999.0 001000000100
201806210000 47155   500.0  5750.0    -7.7   -42.7   290.0    27.3 010000001000
201806210000 47155   498.0  -999.0  -999.0  -999.0   290.0    27.8 000100000100
201806210000 47155   495.0  -999.0    -7.1   -50.1  -999.0  -999.0 001000000100
201806210000 47155   436.0  -999.0   -15.3   -36.3  -999.0  -999.0 001000000100
201806210000 47155   430.0  -999.0  -999.0  -999.0   275.0    27.8 000100000100
201806210000 47155   400.0  7450.0   -17.7   -52.7   275.0    31.9 010000001000
201806210000 47155   396.0  -999.0   -18.1   -51.1  -999.0  -999.0 001000000100
201806210000 47155   357.0  -999.0   -23.7   -50.7  -999.0  -999.0 001000000100
201806210000 47155   348.0  -999.0  -999.0  -999.0   265.0    33.4 000100000100
201806210000 47155   345.0  -999.0   -24.9   -35.9  -999.0  -999.0 001000000100
201806210000 47155   337.0  -999.0   -25.9   -37.9  -999.0  -999.0 001000000100
201806210000 47155   310.0  -999.0  -999.0  -999.0   260.0    32.9 000100000100
201806210000 47155   304.0  -999.0   -32.3   -38.3  -999.0  -999.0 001000000100
201806210000 47155   300.0  9540.0   -32.9   -39.9   255.0    33.4 010000001000
201806210000 47155   296.0  -999.0   -33.7   -38.7  -999.0  -999.0 001000000100
201806210000 47155   276.0  -999.0   -37.5   -45.5  -999.0  -999.0 001000000100
201806210000 47155   254.0  -999.0  -999.0  -999.0   235.0    41.2 000100000100
201806210000 47155   250.0 10790.0   -43.1   -46.4   235.0    44.8 010000001000
201806210000 47155   245.0  -999.0   -44.5   -46.6  -999.0  -999.0 001000000100
201806210000 47155   233.0  -999.0   -46.5   -50.2  -999.0  -999.0 001000000100
201806210000 47155   232.0  -999.0   -44.5   -84.5  -999.0  -999.0 001000000100
201806210000 47155   230.0  -999.0   -44.1   -72.1  -999.0  -999.0 001000000100
201806210000 47155   222.0  -999.0  -999.0  -999.0   225.0    56.1 000001001000
201806210000 47155   200.0 12280.0   -49.1   -78.1   230.0    52.5 010000001000
201806210000 47155   163.0  -999.0  -999.0  -999.0   240.0    45.8 000100000100
201806210000 47155   162.0  -999.0   -58.3   -82.3  -999.0  -999.0 001000000100
201806210000 47155   150.0 14110.0   -59.1   -84.1   245.0    52.0 010000001000
201806210000 47155   144.0  -999.0  -999.0  -999.0   250.0    52.0 000100000100
201806210000 47155   120.0  -999.0  -999.0  -999.0   260.0    40.6 000100000100
201806210000 47155   118.0  -999.0   -65.9   -87.9  -999.0  -999.0 001000000100
201806210000 47155   107.0  -999.0  -999.0  -999.0   280.0    32.4 000100000100
201806210000 47155   100.0 16600.0   -67.5   -88.5   265.0    24.7 011000001100
201806210000 47155    95.8  -999.0  -999.0  -999.0   250.0    24.7 000100000001
201806210000 47155    91.2  -999.0  -999.0  -999.0   260.0    27.8 000100000001
201806210000 47155    91.1  -999.0   -69.5   -89.5   260.0    27.8 001010000011
201806210000 47155    84.9  -999.0   -65.5   -90.5  -999.0  -999.0 001000000001
201806210000 47155    84.7  -999.0  -999.0  -999.0   280.0    21.1 000100000001
201806210000 47155    80.3  -999.0  -999.0  -999.0   265.0    16.5 000100000001
201806210000 47155    79.6  -999.0   -66.9   -89.9  -999.0  -999.0 001000000001
201806210000 47155    77.4  -999.0   -63.3   -90.3  -999.0  -999.0 001000000001
201806210000 47155    75.2  -999.0  -999.0  -999.0   250.0     7.2 000100000001
201806210000 47155    74.2  -999.0  -999.0  -999.0   235.0     8.7 000100000001
201806210000 47155    70.0 18750.0   -65.7   -89.7   230.0    13.4 010000000010
201806210000 47155    69.5  -999.0  -999.0  -999.0   230.0    13.4 000100000001
201806210000 47155    68.8  -999.0   -66.5   -90.5  -999.0  -999.0 001000000001
201806210000 47155    66.6  -999.0  -999.0  -999.0   235.0    10.3 000100000001
201806210000 47155    65.3  -999.0   -66.3   -91.3  -999.0  -999.0 001000000001
201806210000 47155    64.4  -999.0  -999.0  -999.0   285.0    13.4 000100000001
201806210000 47155    62.3  -999.0   -58.1   -90.1  -999.0  -999.0 001000000001
201806210000 47155    62.0  -999.0  -999.0  -999.0   300.0     9.3 000100000001
201806210000 47155    59.8  -999.0  -999.0  -999.0   350.0     5.7 000100000001
201806210000 47155    59.6  -999.0  -999.0  -999.0   350.0     5.1 000100000001
201806210000 47155    57.5  -999.0  -999.0  -999.0   260.0     1.5 000100000001
201806210000 47155    55.8  -999.0  -999.0  -999.0   190.0     5.1 000100000001
201806210000 47155    54.4  -999.0   -61.7   -89.7  -999.0  -999.0 001000000001
201806210000 47155    54.1  -999.0  -999.0  -999.0   200.0     6.7 000100000001
201806210000 47155    52.7  -999.0  -999.0  -999.0   180.0     5.1 000100000001
201806210000 47155    51.6  -999.0  -999.0  -999.0   195.0     5.1 000100000001
201806210000 47155    50.0 20840.0   -58.9   -88.9   230.0     4.1 010000000010
201806210000 47155    48.4  -999.0  -999.0  -999.0   165.0     6.2 000100000001
201806210000 47155    47.2  -999.0  -999.0  -999.0   170.0     8.7 000100000001
201806210000 47155    46.5  -999.0   -55.7   -88.7  -999.0  -999.0 001000000001
201806210000 47155    45.0  -999.0  -999.0  -999.0   215.0     5.1 000100000001
201806210000 47155    43.6  -999.0  -999.0  -999.0   330.0     0.5 000100000001
201806210000 47155    40.7  -999.0  -999.0  -999.0    70.0     5.1 000100000001
201806210000 47155    39.5  -999.0  -999.0  -999.0   105.0     7.2 000100000001
201806210000 47155    38.5  -999.0  -999.0  -999.0   130.0     6.2 000100000001
201806210000 47155    37.7  -999.0  -999.0  -999.0   115.0     5.1 000100000001
201806210000 47155    36.4  -999.0  -999.0  -999.0   160.0     5.7 000100000001
201806210000 47155    36.2  -999.0  -999.0  -999.0   165.0     5.1 000100000001
201806210000 47155    35.0  -999.0  -999.0  -999.0    85.0     5.1 000100000001
201806210000 47155    34.6  -999.0  -999.0  -999.0    95.0     5.1 000100000001
201806210000 47155    33.9  -999.0  -999.0  -999.0    80.0     3.6 000100000001
201806210000 47155    33.5  -999.0  -999.0  -999.0    55.0     5.1 000100000001
201806210000 47155    32.6  -999.0  -999.0  -999.0    85.0     5.1 000100000001
201806210000 47155    30.5  -999.0  -999.0  -999.0    75.0     8.2 000100000001
201806210000 47155    30.0 24090.0   -53.5   -88.5    90.0    12.3 010000000010
201806210000 47155    29.3  -999.0  -999.0  -999.0   105.0    15.4 000100000001
201806210000 47155    29.1  -999.0   -53.1   -87.1  -999.0  -999.0 001000000001
201806210000 47155    28.6  -999.0  -999.0  -999.0   120.0    14.4 000100000001
201806210000 47155    25.7  -999.0  -999.0  -999.0    80.0     8.7 000100000001
201806210000 47155    25.3  -999.0  -999.0  -999.0    65.0    11.3 000100000001
201806210000 47155    23.9  -999.0  -999.0  -999.0    90.0    15.9 000100000001
201806210000 47155    22.9  -999.0  -999.0  -999.0   115.0    12.3 000100000001
201806210000 47155    22.6  -999.0   -52.5   -87.5  -999.0  -999.0 001000000001
201806210000 47155    22.0  -999.0  -999.0  -999.0   100.0     8.2 000100000001
201806210000 47155    21.7  -999.0  -999.0  -999.0    85.0     9.8 000100000001
201806210000 47155    20.9  -999.0  -999.0  -999.0    95.0    11.3 000100000001
201806210000 47155    20.3  -999.0  -999.0  -999.0    80.0     9.8 000100000001
201806210000 47155    20.0 26720.0   -49.5   -86.5    85.0    12.9 010000000010
201806210000 47155    19.5  -999.0  -999.0  -999.0    95.0    10.8 000100000001
201806210000 47155    18.8  -999.0  -999.0  -999.0    75.0    12.3 000100000001
201806210000 47155    17.9  -999.0  -999.0  -999.0    85.0    12.9 000100000001
201806210000 47155    17.1  -999.0  -999.0  -999.0    65.0    14.4 000100000001
201806210000 47155    16.4  -999.0  -999.0  -999.0    85.0    18.0 000100000001
201806210000 47155    15.9  -999.0  -999.0  -999.0   100.0    15.9 000100000001
201806210000 47155    14.3  -999.0  -999.0  -999.0   105.0    11.3 000100000001
201806210000 47155    13.3  -999.0  -999.0  -999.0    95.0     7.2 000100000001
201806210000 47155    13.0  -999.0  -999.0  -999.0    80.0     9.3 000100000001
201806210000 47155    12.6  -999.0  -999.0  -999.0    90.0    13.9 000100000001
201806210000 47155    12.1  -999.0  -999.0  -999.0    95.0    10.8 000100000001
201806210000 47155    11.6  -999.0  -999.0  -999.0    65.0    11.8 000100000001
201806210000 47155    10.9  -999.0   -38.5   -80.5  -999.0  -999.0 001000000001
201806210000 47155    10.2  -999.0  -999.0  -999.0    80.0     9.8 000100000001
201806210000 47155    10.0 31380.0   -39.3   -81.3    70.0    12.3 010000000010
201806210000 47155     9.7  -999.0  -999.0  -999.0    75.0    17.0 000100000001
201806210000 47155     9.6  -999.0   -39.7   -80.7  -999.0  -999.0 001000000001
201806210000 47158  1007.0  -999.0    20.6    16.8     0.0     0.0 101000001100
201806210000 47158  1000.0    85.0    19.8    14.8   305.0     2.6 010000001000
201806210000 47158   945.0  -999.0    15.0    12.6  -999.0  -999.0 001000000100
201806210000 47158   936.0  -999.0    17.6     9.6  -999.0  -999.0 001000000100
201806210000 47158   927.0  -999.0  -999.0  -999.0   340.0     9.8 000100000100
201806210000 47158   925.0   751.0    18.6     7.6   335.0     9.8 010000001000
201806210000 47158   923.0  -999.0    18.8     7.8  -999.0  -999.0 001000000100
201806210000 47158   900.0  -999.0  -999.0  -999.0   340.0     8.2 000000100100
201806210000 47158   897.0  -999.0    17.4    11.4  -999.0  -999.0 001000000100
201806210000 47158   881.0  -999.0  -999.0  -999.0   350.0     8.2 000100000100
201806210000 47158   876.0  -999.0    17.0     5.0  -999.0  -999.0 001000000100
201806210000 47158   850.0  1473.0    14.8     3.8   340.0    11.8 010000001000
201806210000 47158   800.0  -999.0  -999.0  -999.0   330.0     9.8 000000100100
201806210000 47158   797.0  -999.0    10.0    -3.0  -999.0  -999.0 001000000100
201806210000 47158   785.0  -999.0  -999.0  -999.0   330.0     9.3 000100000100
201806210000 47158   760.0  -999.0  -999.0  -999.0   350.0    11.3 000100000100
201806210000 47158   745.0  -999.0    10.4   -24.6  -999.0  -999.0 001000000100
201806210000 47158   704.0  -999.0  -999.0  -999.0   315.0     6.7 000100000100
201806210000 47158   700.0  3087.0     7.2   -34.8   310.0     6.7 010000001000
201806210000 47158   683.0  -999.0     7.0   -42.0  -999.0  -999.0 001000000100
201806210000 47158   675.0  -999.0  -999.0  -999.0   295.0     8.7 000100000100
201806210000 47158   600.0  -999.0  -999.0  -999.0   305.0    12.3 000000100100
201806210000 47158   573.0  -999.0  -999.0  -999.0   310.0    12.3 000100000100
201806210000 47158   549.0  -999.0    -4.5   -52.5  -999.0  -999.0 001000000100
201806210000 47158   521.0  -999.0  -999.0  -999.0   295.0    22.1 000100000100
201806210000 47158   500.0  5773.0    -7.3   -54.3   290.0    21.1 010000001000
201806210000 47158   491.0  -999.0    -7.5   -54.5  -999.0  -999.0 001000000100
201806210000 47158   438.0  -999.0   -14.7   -46.7  -999.0  -999.0 001000000100
201806210000 47158   400.0  7473.0   -18.3   -61.3   280.0    26.2 010000001000
201806210000 47158   383.0  -999.0   -20.1   -63.1  -999.0  -999.0 001000000100
201806210000 47158   330.0  -999.0   -29.3   -43.3  -999.0  -999.0 001000000100
201806210000 47158   313.0  -999.0   -30.7   -53.7  -999.0  -999.0 001000000100
201806210000 47158   300.0  9553.0   -33.5   -52.5   265.0    29.3 010000001000
201806210000 47158   250.0 10803.0   -44.9   -60.9   255.0    28.8 010000001000
201806210000 47158   238.0  -999.0  -999.0  -999.0   255.0    28.8 000100000100
201806210000 47158   233.0  -999.0   -49.1   -63.1  -999.0  -999.0 001000000100
201806210000 47158   206.0  -999.0  -999.0  -999.0   240.0    40.1 000100000100
201806210000 47158   203.0  -999.0   -48.9   -81.9  -999.0  -999.0 001000000100
201806210000 47158   200.0 12273.0   -49.5   -82.5   240.0    39.6 010000001000
201806210000 47158   162.0  -999.0   -55.3   -86.3  -999.0  -999.0 001000000100
201806210000 47158   150.0 14113.0   -58.1   -88.1   250.0    45.8 010000001000
201806210000 47158   145.0  -999.0  -999.0  -999.0   250.0    47.3 000001001000
201806210000 47158   126.0  -999.0  -999.0  -999.0   265.0    41.2 000100000100
201806210000 47158   117.0  -999.0  -999.0  -999.0   260.0    40.1 000100000100
201806210000 47158   115.0  -999.0   -67.1   -94.1  -999.0  -999.0 001000000100
201806210000 47158   111.0  -999.0  -999.0  -999.0   275.0    40.6 000100000100
201806210000 47158   105.0  -999.0   -66.9   -93.9  -999.0  -999.0 001000000100
201806210000 47158   104.0  -999.0  -999.0  -999.0   285.0    31.9 000100000100
201806210000 47158   100.0 16593.0   -67.5   -94.5   280.0    27.8 010000001000
201806210000 47158    31.3  -999.0   -52.1   -52.9  -999.0  -999.0 001000000001
201806210000 47158    30.0  -999.0   -51.5   -53.0  -999.0  -999.0 001000000001
201806210000 47169   999.0  -999.0    21.4    17.6   340.0     2.1 101000001100
201806210000 47169   993.0  -999.0    19.2    15.3  -999.0  -999.0 001000000100
201806210000 47169   975.0  -999.0    18.2    16.1  -999.0  -999.0 001000000100
201806210000 47169   960.0  -999.0    17.4    15.7  -999.0  -999.0 001000000100
201806210000 47169   949.0  -999.0    20.4    13.4  -999.0  -999.0 001000000100
201806210000 47169   941.0  -999.0    20.4    13.4  -999.0  -999.0 001000000100
201806210000 47169   934.0  -999.0  -999.0  -999.0   360.0    10.8 000100000100
201806210000 47169   925.0   750.0    19.8     9.8   355.0    10.3 010000001000
201806210000 47169   909.0  -999.0    20.2     4.2  -999.0  -999.0 001000000100
201806210000 47169   896.0  -999.0    20.2     0.2  -999.0  -999.0 001000000100
201806210000 47169   878.0  -999.0    18.6     0.6  -999.0  -999.0 001000000100
201806210000 47169   859.0  -999.0  -999.0  -999.0   350.0     8.7 000100000100
201806210000 47169   850.0  1475.0    16.2     0.2   355.0     9.3 010000001000
201806210000 47169   818.0  -999.0    13.8     2.8  -999.0  -999.0 001000000100
201806210000 47169   789.0  -999.0    11.8    -5.2  -999.0  -999.0 001000000100
201806210000 47169   769.0  -999.0  -999.0  -999.0     5.0    17.0 000100000100
201806210000 47169   761.0  -999.0     9.4    -4.6  -999.0  -999.0 001000000100
201806210000 47169   734.0  -999.0     8.0   -12.0  -999.0  -999.0 001000000100
201806210000 47169   708.0  -999.0     6.6   -23.4  -999.0  -999.0 001000000100
201806210000 47169   706.0  -999.0  -999.0  -999.0   335.0     5.1 000100000100
201806210000 47169   700.0  3092.0     7.2   -25.8   325.0     5.7 010000001000
201806210000 47169   671.0  -999.0  -999.0  -999.0   310.0    10.3 000100000100
201806210000 47169   658.0  -999.0     5.6   -35.4  -999.0  -999.0 001000000100
201806210000 47169   634.0  -999.0     3.4   -33.6  -999.0  -999.0 001000000100
201806210000 47169   611.0  -999.0     1.2   -32.8  -999.0  -999.0 001000000100
201806210000 47169   588.0  -999.0    -0.7   -32.7  -999.0  -999.0 001000000100
201806210000 47169   583.0  -999.0  -999.0  -999.0   310.0    11.3 000100000100
201806210000 47169   567.0  -999.0    -2.3   -35.3  -999.0  -999.0 001000000100
201806210000 47169   552.0  -999.0    -3.3   -38.3  -999.0  -999.0 001000000100
201806210000 47169   525.0  -999.0    -3.3   -38.3  -999.0  -999.0 001000000100
201806210000 47169   516.0  -999.0  -999.0  -999.0   300.0    21.1 000100000100
201806210000 47169   512.0  -999.0    -3.9   -34.9  -999.0  -999.0 001000000100
201806210000 47169   500.0  5790.0    -5.7   -34.7   295.0    20.1 010000001000
201806210000 47169   487.0  -999.0    -7.1   -29.1  -999.0  -999.0 001000000100
201806210000 47169   400.0  7490.0   -18.9   -40.9   275.0    20.6 011000001100
201806210000 47169   332.0  -999.0   -29.5   -45.5  -999.0  -999.0 001000000100
201806210000 47169   325.0  -999.0   -30.1   -34.4  -999.0  -999.0 001000000100
201806210000 47169   307.0  -999.0   -32.3   -39.3  -999.0  -999.0 001000000100
201806210000 47169   300.0  9570.0   -33.9   -39.9   270.0    23.1 010000001000
201806210000 47169   282.0  -999.0   -37.7   -41.5  -999.0  -999.0 001000000100
201806210000 47169   270.0  -999.0   -40.3   -46.3  -999.0  -999.0 001000000100
201806210000 47169   262.0  -999.0   -42.1   -46.0  -999.0  -999.0 001000000100
201806210000 47169   251.0  -999.0   -44.5   -46.6  -999.0  -999.0 001000000100
201806210000 47169   250.0 10820.0   -44.7   -46.8   260.0    24.2 010000001000
201806210000 47169   246.0  -999.0  -999.0  -999.0   255.0    23.7 000100000100
201806210000 47169   231.0  -999.0   -49.3   -51.2   255.0    26.8 001010001100
201806210000 47169   218.0  -999.0   -48.5   -63.5  -999.0  -999.0 001000000100
201806210000 47169   209.0  -999.0   -49.7   -65.7  -999.0  -999.0 001000000100
201806210000 47169   200.0 12290.0   -50.5   -67.5   250.0    32.9 010000001000
201806210000 47169   194.0  -999.0  -999.0  -999.0   250.0    32.9 000100000100
201806210000 47169   184.0  -999.0  -999.0  -999.0   265.0    38.6 000100000100
201806210000 47169   173.0  -999.0  -999.0  -999.0   260.0    36.0 000100000100
201806210000 47169   166.0  -999.0   -52.9   -74.9  -999.0  -999.0 001000000100
201806210000 47169   157.0  -999.0  -999.0  -999.0   255.0    41.7 000001001000
201806210000 47169   150.0 14150.0   -57.3   -80.3   260.0    39.6 010000001000
201806210000 47169   131.0  -999.0   -62.9   -87.9  -999.0  -999.0 001000000100
201806210000 47169   116.0  -999.0  -999.0  -999.0   265.0    32.9 000100000100
201806210000 47169   110.0  -999.0   -69.3   -96.3  -999.0  -999.0 001000000100
201806210000 47169   101.0  -999.0  -999.0  -999.0   290.0    29.3 000100000100
201806210000 47169   100.0 16620.0   -68.3   -95.3   290.0    28.3 011000001100
201806210000 47169    95.0  -999.0  -999.0  -999.0   285.0    22.6 000100000001
201806210000 47169    92.0  -999.0   -66.7   -93.7  -999.0  -999.0 001000000001
201806210000 47169    83.6  -999.0   -69.3   -96.3  -999.0  -999.0 001000000001
201806210000 47169    79.5  -999.0   -66.9   -93.9  -999.0  -999.0 001000000001
201806210000 47169    78.8  -999.0  -999.0  -999.0   305.0    15.9 000100000001
201806210000 47169    72.6  -999.0  -999.0  -999.0   300.0    11.8 000100000001
201806210000 47169    70.0 18770.0   -64.5   -92.5   280.0     6.7 011000000011
201806210000 47169    66.0  -999.0  -999.0  -999.0   240.0     3.1 000100000001
201806210000 47169    62.4  -999.0  -999.0  -999.0   210.0     8.7 000100000001
201806210000 47169    61.4  -999.0   -66.9   -93.9  -999.0  -999.0 001000000001
201806210000 47169    55.6  -999.0  -999.0  -999.0    15.0     4.6 000100000001
201806210000 47169    51.8  -999.0  -999.0  -999.0   115.0     2.1 000100000001
201806210000 47169    50.0 20840.0   -58.9   -88.9    95.0     3.1 010000000010
201806210000 47169    48.8  -999.0   -59.3   -89.3  -999.0  -999.0 001000000001
201806210000 47169    44.7  -999.0   -55.7   -86.7  -999.0  -999.0 001000000001
201806210000 47169    42.4  -999.0  -999.0  -999.0    45.0     4.6 000100000001
201806210000 47169    40.9  -999.0  -999.0  -999.0    50.0     2.1 000100000001
201806210000 47169    36.9  -999.0  -999.0  -999.0   115.0     9.3 000100000001
201806210000 47169    32.1  -999.0  -999.0  -999.0   110.0     5.1 000100000001
201806210000 47169    30.5  -999.0   -53.7   -84.7  -999.0  -999.0 001000000001
201806210000 47169    30.0 24100.0   -53.5   -84.5    60.0     8.7 010000000010
201806210000 47169    29.4  -999.0  -999.0  -999.0    65.0    11.8 000100000001
201806210000 47169    28.6  -999.0  -999.0  -999.0    80.0    14.4 000100000001
201806210000 47169    27.6  -999.0  -999.0  -999.0    95.0    11.3 000100000001
201806210000 47169    25.5  -999.0  -999.0  -999.0    90.0    11.8 000100000001
201806210000 47169    24.5  -999.0   -53.1   -85.1  -999.0  -999.0 001000000001
201806210000 47169    22.7  -999.0  -999.0  -999.0    95.0    17.5 000100000001
201806210000 47169    21.9  -999.0  -999.0  -999.0   110.0    12.9 000100000001
201806210000 47169    21.3  -999.0  -999.0  -999.0    90.0     9.3 000100000001
201806210000 47169    20.0 26720.0   -49.5   -82.5    85.0    11.8 010000000010
201806210000 47169    19.5  -999.0  -999.0  -999.0    75.0    10.8 000100000001
201806210000 47169    19.2  -999.0   -48.9   -81.9  -999.0  -999.0 001000000001
201806210000 47169    18.9  -999.0  -999.0  -999.0    90.0    13.9 000100000001
201806210000 47169    15.7  -999.0  -999.0  -999.0    85.0    11.3 000100000001
201806210000 47169    14.7  -999.0  -999.0  -999.0   100.0    15.9 000100000001
201806210000 47169    12.2  -999.0   -40.1   -76.1  -999.0  -999.0 001000000001
201806210000 47169    11.5  -999.0  -999.0  -999.0    80.0     7.2 000100000001
201806210000 47169    11.0  -999.0  -999.0  -999.0    70.0    12.9 000100000001
201806210000 47169    10.0 31390.0   -37.9   -73.9    85.0     9.3 010000000010
201806210000 47169     8.5  -999.0  -999.0  -999.0    95.0    19.0 000100000001
201806210000 47169     7.9  -999.0   -36.5   -73.5  -999.0  -999.0 001000000001
201806210000 47169     7.2  -999.0  -999.0  -999.0   100.0    20.1 000100000001
201806210000 47169     6.9  -999.0  -999.0  -999.0   115.0    14.9 000100000001
201806210000 47169     6.3  -999.0  -999.0  -999.0   100.0    19.0 000100000001
201806210000 47186   980.0  -999.0    23.2    21.1     0.0     0.0 101000001100
201806210000 47186   973.0  -999.0    24.6    13.6  -999.0  -999.0 001000000100
201806210000 47186   967.0  -999.0    24.2    12.2  -999.0  -999.0 001000000100
201806210000 47186   940.0  -999.0    22.8     8.8  -999.0  -999.0 001000000100
201806210000 47186   925.0   739.0    22.4     5.4    15.0     7.7 010000001000
201806210000 47186   908.0  -999.0    20.8     6.8  -999.0  -999.0 001000000100
201806210000 47186   877.0  -999.0    18.2     5.2  -999.0  -999.0 001000000100
201806210000 47186   855.0  -999.0  -999.0  -999.0    15.0     8.2 000100000100
201806210000 47186   850.0  1465.0    15.8     3.8    15.0     7.7 010000001000
201806210000 47186   817.0  -999.0    13.2    -1.8  -999.0  -999.0 001000000100
201806210000 47186   811.0  -999.0  -999.0  -999.0    35.0     7.2 000100000100
201806210000 47186   809.0  -999.0    13.0    -6.0  -999.0  -999.0 001000000100
201806210000 47186   788.0  -999.0    12.0   -10.0  -999.0  -999.0 001000000100
201806210000 47186   782.0  -999.0  -999.0  -999.0    10.0     7.7 000100000100
201806210000 47186   760.0  -999.0    11.2   -17.8  -999.0  -999.0 001000000100
201806210000 47186   755.0  -999.0  -999.0  -999.0   345.0     3.1 000100000100
201806210000 47186   733.0  -999.0    10.8   -24.2  -999.0  -999.0 001000000100
201806210000 47186   707.0  -999.0     9.2   -21.8  -999.0  -999.0 001000000100
201806210000 47186   700.0  3087.0     8.6   -23.4   330.0     4.6 010000001000
201806210000 47186   658.0  -999.0     5.8   -29.2  -999.0  -999.0 001000000100
201806210000 47186   647.0  -999.0  -999.0  -999.0   305.0     3.1 000100000100
201806210000 47186   634.0  -999.0     3.6   -32.4  -999.0  -999.0 001000000100
201806210000 47186   611.0  -999.0     2.0   -37.0  -999.0  -999.0 001000000100
201806210000 47186   602.0  -999.0  -999.0  -999.0   330.0     9.3 000100000100
201806210000 47186   594.0  -999.0     0.4   -37.6  -999.0  -999.0 001000000100
201806210000 47186   588.0  -999.0     0.2   -38.8  -999.0  -999.0 001000000100
201806210000 47186   567.0  -999.0     0.2   -43.8  -999.0  -999.0 001000000100
201806210000 47186   543.0  -999.0  -999.0  -999.0   285.0    18.5 000100000100
201806210000 47186   539.0  -999.0    -1.1   -31.1  -999.0  -999.0 001000000100
201806210000 47186   526.0  -999.0    -2.9   -25.9  -999.0  -999.0 001000000100
201806210000 47186   500.0  5790.0    -5.7   -33.7   285.0    18.0 010000001000
201806210000 47186   487.0  -999.0    -7.3   -30.3  -999.0  -999.0 001000000100
201806210000 47186   471.0  -999.0  -999.0  -999.0   290.0    16.5 000100000100
201806210000 47186   448.0  -999.0   -10.9   -37.9  -999.0  -999.0 001000000100
201806210000 47186   436.0  -999.0   -12.3   -22.3  -999.0  -999.0 001000000100
201806210000 47186   428.0  -999.0  -999.0  -999.0   270.0    17.0 000100000100
201806210000 47186   423.0  -999.0   -14.1   -31.1  -999.0  -999.0 001000000100
201806210000 47186   410.0  -999.0   -15.1   -18.0  -999.0  -999.0 001000000100
201806210000 47186   400.0  7500.0   -16.5   -18.8   260.0    23.1 011000001100
201806210000 47186   388.0  -999.0  -999.0  -999.0   255.0    25.7 000100000100
201806210000 47186   362.0  -999.0   -22.3   -22.3  -999.0  -999.0 001000000100
201806210000 47186   349.0  -999.0   -23.7   -26.6  -999.0  -999.0 001000000100
201806210000 47186   326.0  -999.0   -28.1   -30.1  -999.0  -999.0 001000000100
201806210000 47186   313.0  -999.0   -30.7   -32.2  -999.0  -999.0 001000000100
201806210000 47186   300.0  9600.0   -33.3   -38.3   260.0    22.6 010000001000
201806210000 47186   292.0  -999.0  -999.0  -999.0   255.0    20.6 000100000100
201806210000 47186   274.0  -999.0   -38.5   -44.5  -999.0  -999.0 001000000100
201806210000 47186   263.0  -999.0   -39.3   -51.3  -999.0  -999.0 001000000100
201806210000 47186   252.0  -999.0   -39.5   -59.5  -999.0  -999.0 001000000100
201806210000 47186   250.0 10860.0   -39.3   -59.3   230.0    35.0 010000001000
201806210000 47186   249.0  -999.0  -999.0  -999.0   230.0    35.0 000100000100
201806210000 47186   248.0  -999.0   -39.1   -60.1  -999.0  -999.0 001000000100
